"State Code","County Code","Site Num","Parameter Code","POC","Latitude","Longitude","Datum","Parameter Name","Sample Duration","Pullutant Standard","Metric Used","Method Name","Year","Units of Measure","Event Type","Observation Count","Observation Percent","Valid Day Count","Required Day Count","Exceptional Data Count","Null Data Count","Primary Exceedance Count","Secondary Exceedance Count","Certification Indicator","Num Obs Below MDL","Arithmetic Mean","Arithmetic Standard Dev","1st Max Value","1st Max DateTime","2nd Max Value","2nd Max DateTime","3rd Max Value","3rd Max DateTime","4th Max Value","4th Max DateTime","1st Max Non Overlapping Value","1st NO Max DateTime","2nd Max Non Overlapping Value","2nd NO Max DateTime","99th Percentile","98th Percentile","95th Percentile","90th Percentile","75th Percentile","50th Percentile","10th Percentile","Local Site Name","Address","State Name","County Name","City Name","CBSA Name","Date of Last Change"
"19","163","0017","81102",3,41.467236,-90.688451,"WGS84","PM10 Total 0-10um STP","24-HR BLK AVG","PM10 24-hour 2006","Daily Mean","",2014,"Micrograms/cubic meter (25 C)","No Events",29,8,29,365,0,0,0,0,"Certification not required",0,30.862069,17.953758,78,"2014-01-10 00:00",65,"2014-01-09 00:00",61,"2014-01-26 00:00",58,"2014-01-11 00:00","","","","",78,78,65,61,36,22,12,"BUFFALO, LW MINING","11100 110TH AVE. DAVENPORT","Iowa","Scott","Buffalo","Davenport-Moline-Rock Island, IA-IL","2014-02-13"
"19","163","0017","81102",5,41.467236,-90.688451,"WGS84","PM10 Total 0-10um STP","1 HOUR","","Observed Values","INSTRUMENT MET ONE 4 MODELS - BETA ATTENUATION",2014,"Micrograms/cubic meter (25 C)","No Events",739,8,31,365,0,5,"","","Certification not required",3,31.435724,41.775365,727,"2014-01-30 11:00",369,"2014-01-10 07:00",290,"2014-01-10 04:00",256,"2014-01-09 02:00","","","","",162,119,85,71,35,19,8,"BUFFALO, LW MINING","11100 110TH AVE. DAVENPORT","Iowa","Scott","Buffalo","Davenport-Moline-Rock Island, IA-IL","2014-02-13"
"19","163","0017","81102",5,41.467236,-90.688451,"WGS84","PM10 Total 0-10um STP","24-HR BLK AVG","PM10 24-hour 2006","Daily Mean","",2014,"Micrograms/cubic meter (25 C)","No Events",31,8,31,365,0,0,0,0,"Certification not required",0,30.903226,18.300009,80,"2014-01-10 00:00",63,"2014-01-09 00:00",61,"2014-01-30 00:00",58,"2014-01-26 00:00","","","","",80,80,63,58,39,26,12,"BUFFALO, LW MINING","11100 110TH AVE. DAVENPORT","Iowa","Scott","Buffalo","Davenport-Moline-Rock Island, IA-IL","2014-02-13"
"19","163","0020","61103",1,41.512077,-90.624044,"WGS84","Wind Speed - Resultant","1 HOUR","","Observed Values","Instrumental - Climatronics",2014,"Knots","No Events",744,8,31,365,0,0,"","","Certification not required",0,3.665995,2.077868,10.7,"2014-01-26 20:00",10.7,"2014-01-26 21:00",10.6,"2014-01-26 19:00",10.2,"2014-01-26 18:00","","","","",8.5,7.7,7,6.4,5.2,3.7,0.8,"Hayes School","622 South Concord Street, Davenport IA 52802-2014","Iowa","Scott","Davenport","Davenport-Moline-Rock Island, IA-IL","2014-02-13"
"19","163","0020","61104",1,41.512077,-90.624044,"WGS84","Wind Direction - Resultant","1 HOUR","","Observed Values","Instrumental - Climatronics",2014,"Degrees Compass","No Events",744,8,31,365,0,0,"","","Certification not required",0,249.927419,88.173297,359,"2014-01-02 01:00",359,"2014-01-21 04:00",358,"2014-01-05 07:00",358,"2014-01-21 02:00","","","","",356,354,349,342,316,282,126,"Hayes School","622 South Concord Street, Davenport IA 52802-2014","Iowa","Scott","Davenport","Davenport-Moline-Rock Island, IA-IL","2014-02-13"
"19","163","0020","62101",1,41.512077,-90.624044,"WGS84","Outdoor Temperature","1 HOUR","","Observed Values","INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.",2014,"Degrees Fahrenheit","No Events",723,8,29,365,0,21,"","","Certification not required",0,16.253112,14.416667,47,"2014-01-12 14:00",46,"2014-01-12 12:00",46,"2014-01-12 13:00",46,"2014-01-12 15:00","","","","",44,42,38,34,29,15,-4,"Hayes School","622 South Concord Street, Davenport IA 52802-2014","Iowa","Scott","Davenport","Davenport-Moline-Rock Island, IA-IL","2014-02-13"
"19","163","0020","64101",1,41.512077,-90.624044,"WGS84","Barometric pressure","1 HOUR","","Observed Values","INSTRUMENTAL - BAROMETRIC SENSOR",2014,"Millibars","No Events",744,8,31,365,0,0,"","","Certification not required",0,994.095833,10.219411,1016.4,"2014-01-23 17:00",1016.3,"2014-01-23 18:00",1016.2,"2014-01-23 16:00",1016,"2014-01-23 19:00","","","","",1015.5,1013.8,1009.2,1007.6,1002.7,994.2,979.8,"Hayes School","622 South Concord Street, Davenport IA 52802-2014","Iowa","Scott","Davenport","Davenport-Moline-Rock Island, IA-IL","2014-02-13"
"19","163","0020","88502",3,41.512077,-90.624044,"WGS84","Acceptable PM2.5 AQI & Speciation Mass","1 HOUR","","Observed Values","Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",2014,"Micrograms/cubic meter (LC)","No Events",735,8,31,365,0,9,"","","Certification not required",0,11.504762,6.359542,39,"2014-01-09 08:00",38,"2014-01-09 14:00",36,"2014-01-09 23:00",35,"2014-01-09 09:00","","","","",34,32,25,20,13,10,6,"Hayes School","622 South Concord Street, Davenport IA 52802-2014","Iowa","Scott","Davenport","Davenport-Moline-Rock Island, IA-IL","2014-02-13"
"19","163","0020","88502",3,41.512077,-90.624044,"WGS84","Acceptable PM2.5 AQI & Speciation Mass","24-HR BLK AVG","","Observed Values","",2014,"Micrograms/cubic meter (LC)","No Events",31,8,31,365,0,0,"","","Certification not required",0,11.432258,4.818256,30.6,"2014-01-09 00:00",18.9,"2014-01-08 00:00",18,"2014-01-03 00:00",15.3,"2014-01-10 00:00","","","","",30.6,30.6,18.9,15.3,13.5,10.5,7,"Hayes School","622 South Concord Street, Davenport IA 52802-2014","Iowa","Scott","Davenport","Davenport-Moline-Rock Island, IA-IL","2014-02-13"
"19","163","0020","88502",4,41.512077,-90.624044,"WGS84","Acceptable PM2.5 AQI & Speciation Mass","1 HOUR","","Observed Values","Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",2014,"Micrograms/cubic meter (LC)","No Events",735,8,31,365,0,9,"","","Certification not required",0,11.979592,6.323337,40,"2014-01-09 21:00",39,"2014-01-09 08:00",38,"2014-01-09 09:00",38,"2014-01-10 01:00","","","","",36,32,26,19,14,10,6,"Hayes School","622 South Concord Street, Davenport IA 52802-2014","Iowa","Scott","Davenport","Davenport-Moline-Rock Island, IA-IL","2014-02-13"
"19","163","0020","88502",4,41.512077,-90.624044,"WGS84","Acceptable PM2.5 AQI & Speciation Mass","24-HR BLK AVG","","Observed Values","",2014,"Micrograms/cubic meter (LC)","No Events",31,8,31,365,0,0,"","","Certification not required",0,11.9,4.783792,30.7,"2014-01-09 00:00",19.7,"2014-01-08 00:00",17.9,"2014-01-10 00:00",17.8,"2014-01-03 00:00","","","","",30.7,30.7,19.7,17.8,13.2,11,7.7,"Hayes School","622 South Concord Street, Davenport IA 52802-2014","Iowa","Scott","Davenport","Davenport-Moline-Rock Island, IA-IL","2014-02-13"
"19","169","0011","61103",1,41.882867,-93.6878,"WGS84","Wind Speed - Resultant","1 HOUR","","Observed Values","INSTRUMENTAL - VECTOR SUMMATION",2014,"Knots","No Events",744,8,31,365,0,0,"","","Certification not required",0,6.504839,3.931805,20.5,"2014-01-26 18:00",19.8,"2014-01-26 19:00",18.8,"2014-01-26 20:00",17.7,"2014-01-18 14:00","","","","",16.6,15.4,13.4,12.2,9,5.8,1.8,"SLATER CITY HALL","105 GREENE STREET-CITY HALL","Iowa","Story","Slater","Ames, IA","2014-02-05"
"19","169","0011","61104",1,41.882867,-93.6878,"WGS84","Wind Direction - Resultant","1 HOUR","","Observed Values","INSTRUMENTAL - VECTOR SUMMATION",2014,"Degrees Compass","No Events",744,8,31,365,0,0,"","","Certification not required",0,246.678226,90.46804,359.5,"2014-01-16 15:00",359.4,"2014-01-02 19:00",358.5,"2014-01-01 20:00",358.4,"2014-01-08 02:00","","","","",357,353.6,348.2,343.7,323.6,269.1,110.2,"SLATER CITY HALL","105 GREENE STREET-CITY HALL","Iowa","Story","Slater","Ames, IA","2014-02-05"
"19","177","0006","42401",1,40.695078,-92.006318,"NAD83","Sulfur dioxide","1 HOUR","SO2 1-hour 2010","Daily maximum 1-hour average","INSTRUMENTAL - Pulsed Fluorescent 43C-TLE/43i-TLE",2014,"Parts per billion","No Events",666,8,28,365,0,78,0,"","Certification not required",0,0.585714,0.299028,1.3,"2014-01-03 23:00",1.1,"2014-01-04 00:00",1,"2014-01-15 23:00",1,"2014-01-30 10:00","","","","",1.3,1.3,1.1,1,0.8,0.6,0.3,"LAKE SUGEMA STATE PARK II","24430 LACEY TRAIL","Iowa","Van Buren","","","2014-02-13"
"19","177","0006","42401",1,40.695078,-92.006318,"NAD83","Sulfur dioxide","1 HOUR","SO2 Annual 1971","Observed Values","INSTRUMENTAL - Pulsed Fluorescent 43C-TLE/43i-TLE",2014,"Parts per billion","No Events",666,8,28,365,0,78,"","","Certification not required",0,0.301051,0.199508,1.3,"2014-01-03 23:00",1.2,"2014-01-03 03:00",1.1,"2014-01-04 00:00",1,"2014-01-03 22:00","","","","",0.9,0.8,0.7,0.6,0.4,0.3,0,"LAKE SUGEMA STATE PARK II","24430 LACEY TRAIL","Iowa","Van Buren","","","2014-02-13"
"19","177","0006","42401",1,40.695078,-92.006318,"NAD83","Sulfur dioxide","24-HR BLK AVG","SO2 24-hour 1971","Daily Average of observed values","",2014,"Parts per billion","No Events",28,8,28,365,0,0,0,"","Certification not required",0,0.307143,0.141234,0.6,"2014-01-03 00:00",0.5,"2014-01-04 00:00",0.5,"2014-01-07 00:00",0.4,"2014-01-12 00:00","","","","",0.6,0.6,0.5,0.5,0.4,0.3,0.1,"LAKE SUGEMA STATE PARK II","24430 LACEY TRAIL","Iowa","Van Buren","","","2014-02-13"
"19","177","0006","42401",1,40.695078,-92.006318,"NAD83","Sulfur dioxide","3-HR BLK AVG","SO2 3-hour 1971","3-Hour block average of observed hourly values","",2014,"Parts per billion","No Events",195,7,24,365,0,0,"",0,"Certification not required",0,0.284103,0.176166,0.9,"2014-01-03 23:00",0.7,"2014-01-03 05:00",0.7,"2014-01-03 14:00",0.7,"2014-01-04 08:00","","","","",0.7,0.7,0.6,0.5,0.4,0.3,0,"LAKE SUGEMA STATE PARK II","24430 LACEY TRAIL","Iowa","Van Buren","","","2014-02-13"
"19","177","0006","42406",1,40.695078,-92.006318,"NAD83","SO2 max 5-min avg","1 HOUR","","Observed Values","INSTRUMENTAL - PULSED FLUORESCENT",2014,"Parts per billion","No Events",665,8,28,365,0,79,"","","Certification not required",0,0.36406,0.236602,1.8,"2014-01-03 03:00",1.5,"2014-01-29 03:00",1.3,"2014-01-03 22:00",1.3,"2014-01-03 23:00","","","","",1.2,1,0.8,0.7,0.4,0.3,0.1,"LAKE SUGEMA STATE PARK II","24430 LACEY TRAIL","Iowa","Van Buren","","","2014-02-13"
"19","177","0006","42601",1,40.695078,-92.006318,"NAD83","Nitric oxide (NO)","1 HOUR","","Observed Values","INSTRUMENTAL - CHEMILUMINESCENCE",2014,"Parts per billion","No Events",620,7,24,365,0,124,"","","Certification not required",0,0.184355,0.376658,3,"2014-01-08 10:00",2.7,"2014-01-08 09:00",2.5,"2014-01-08 11:00",2.5,"2014-01-16 04:00","","","","",1.9,1.4,0.9,0.6,0.2,0,0,"LAKE SUGEMA STATE PARK II","24430 LACEY TRAIL","Iowa","Van Buren","","","2014-02-13"
"19","177","0006","42602",1,40.695078,-92.006318,"NAD83","Nitrogen dioxide (NO2)","1 HOUR","NO2 1-hour","Daily Maximum 1-hour average","INSTRUMENTAL - CHEMILUMINESCENCE",2014,"Parts per billion","No Events",620,7,24,365,0,124,0,"","Certification not required",0,4.804167,2.650263,11.5,"2014-01-09 22:00",9.4,"2014-01-08 07:00",9.1,"2014-01-10 00:00",7.9,"2014-01-01 10:00","","","","",11.5,11.5,9.4,9.1,6.3,4,1.9,"LAKE SUGEMA STATE PARK II","24430 LACEY TRAIL","Iowa","Van Buren","","","2014-02-13"
"19","177","0006","42602",1,40.695078,-92.006318,"NAD83","Nitrogen dioxide (NO2)","1 HOUR","NO2 Annual 1971","Observed values","INSTRUMENTAL - CHEMILUMINESCENCE",2014,"Parts per billion","No Events",620,7,24,365,0,124,"","","Certification not required",0,2.873387,2.06062,11.5,"2014-01-09 22:00",11.2,"2014-01-09 21:00",11.1,"2014-01-09 23:00",10.9,"2014-01-09 20:00","","","","",9.7,8.9,7.8,5.8,3.6,2.3,0.9,"LAKE SUGEMA STATE PARK II","24430 LACEY TRAIL","Iowa","Van Buren","","","2014-02-13"
"19","177","0006","42603",1,40.695078,-92.006318,"NAD83","Oxides of nitrogen (NOx)","1 HOUR","","Observed Values","INSTRUMENTAL - CHEMILUMINESCENCE",2014,"Parts per billion","No Events",620,7,24,365,0,124,"","","Certification not required",0,3.115,2.189175,11.6,"2014-01-08 09:00",11.6,"2014-01-09 22:00",11.3,"2014-01-09 21:00",11.2,"2014-01-09 23:00","","","","",10.9,9.5,8.5,6.1,3.9,2.5,1,"LAKE SUGEMA STATE PARK II","24430 LACEY TRAIL","Iowa","Van Buren","","","2014-02-13"
"19","177","0006","61103",1,40.695078,-92.006318,"NAD83","Wind Speed - Resultant","1 HOUR","","Observed Values","Instrumental - Climatronics",2014,"Knots","No Events",744,8,31,365,0,0,"","","Certification not required",0,6.76129,3.883025,19.5,"2014-01-24 10:00",18.5,"2014-01-24 11:00",18.5,"2014-01-24 13:00",17.7,"2014-01-24 09:00","","","","",16.6,15.3,13.3,11.9,9.6,6.6,1.7,"LAKE SUGEMA STATE PARK II","24430 LACEY TRAIL","Iowa","Van Buren","","","2014-02-13"
"19","177","0006","61104",1,40.695078,-92.006318,"NAD83","Wind Direction - Resultant","1 HOUR","","Observed Values","Instrumental - Climatronics",2014,"Degrees Compass","No Events",744,8,31,365,0,0,"","","Certification not required",0,237.674731,96.660492,359,"2014-01-05 04:00",358,"2014-01-01 23:00",358,"2014-01-05 03:00",358,"2014-01-05 06:00","","","","",356,354,348,337,317,267,65,"LAKE SUGEMA STATE PARK II","24430 LACEY TRAIL","Iowa","Van Buren","","","2014-02-13"
"19","177","0006","62101",1,40.695078,-92.006318,"NAD83","Outdoor Temperature","1 HOUR","","Observed Values","INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.",2014,"Degrees Fahrenheit","No Events",737,8,30,365,0,7,"","","Certification not required",0,18.917232,14.442726,52,"2014-01-12 15:00",52,"2014-01-12 16:00",51,"2014-01-12 13:00",51,"2014-01-12 14:00","","","","",49,47,42,37,31,17,0,"LAKE SUGEMA STATE PARK II","24430 LACEY TRAIL","Iowa","Van Buren","","","2014-02-13"
"19","177","0006","64101",1,40.695078,-92.006318,"NAD83","Barometric pressure","1 HOUR","","Observed Values","INSTRUMENTAL - BAROMETRIC SENSOR",2014,"Millibars","No Events",744,8,31,365,0,0,"","","Certification not required",0,988.427957,9.864082,1011.2,"2014-01-23 11:00",1011,"2014-01-23 10:00",1010.7,"2014-01-23 12:00",1010.6,"2014-01-23 17:00","","","","",1010.2,1008.4,1002.7,1001.1,996.8,988.4,975.1,"LAKE SUGEMA STATE PARK II","24430 LACEY TRAIL","Iowa","Van Buren","","","2014-02-13"
"19","177","0006","88502",3,40.695078,-92.006318,"NAD83","Acceptable PM2.5 AQI & Speciation Mass","1 HOUR","","Observed Values","Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",2014,"Micrograms/cubic meter (LC)","No Events",704,8,29,365,0,40,"","","Certification not required",0,9.232955,4.958404,36,"2014-01-09 22:00",35,"2014-01-09 23:00",35,"2014-01-10 00:00",30,"2014-01-09 21:00","","","","",26,22,20,16,11,8,4,"LAKE SUGEMA STATE PARK II","24430 LACEY TRAIL","Iowa","Van Buren","","","2014-02-13"
"19","177","0006","88502",3,40.695078,-92.006318,"NAD83","Acceptable PM2.5 AQI & Speciation Mass","24-HR BLK AVG","","Observed Values","",2014,"Micrograms/cubic meter (LC)","No Events",29,8,29,365,0,0,"","","Certification not required",0,9.255172,3.689424,21.6,"2014-01-09 00:00",15.1,"2014-01-08 00:00",14.7,"2014-01-01 00:00",13.6,"2014-01-03 00:00","","","","",21.6,21.6,15.1,14.7,11.3,8.1,5.8,"LAKE SUGEMA STATE PARK II","24430 LACEY TRAIL","Iowa","Van Buren","","","2014-02-13"
"19","177","0006","88502",4,40.695078,-92.006318,"NAD83","Acceptable PM2.5 AQI & Speciation Mass","1 HOUR","","Observed Values","Met-One BAM-1020 W/PM2.5 SCC - Beta Attenuation",2014,"Micrograms/cubic meter (LC)","No Events",705,8,29,365,0,39,"","","Certification not required",0,6.721986,5.265873,36,"2014-01-09 22:00",33,"2014-01-09 23:00",31,"2014-01-09 21:00",30,"2014-01-10 00:00","","","","",23,21,18,14,8,6,2,"LAKE SUGEMA STATE PARK II","24430 LACEY TRAIL","Iowa","Van Buren","","","2014-02-13"
"19","177","0006","88502",4,40.695078,-92.006318,"NAD83","Acceptable PM2.5 AQI & Speciation Mass","24-HR BLK AVG","","Observed Values","",2014,"Micrograms/cubic meter (LC)","No Events",29,8,29,365,0,0,"","","Certification not required",0,6.744828,4.176344,21,"2014-01-09 00:00",14,"2014-01-01 00:00",14,"2014-01-03 00:00",13.1,"2014-01-08 00:00","","","","",21,21,14,14,7.9,5.7,2.8,"LAKE SUGEMA STATE PARK II","24430 LACEY TRAIL","Iowa","Van Buren","","","2014-02-13"
"19","193","0020","42401",1,42.329489,-96.368513,"NAD83","Sulfur dioxide","1 HOUR","SO2 1-hour 2010","Daily maximum 1-hour average","INSTRUMENTAL - Pulsed Fluorescent 43C-TLE/43i-TLE",2014,"Parts per billion","No Events",704,8,31,365,0,40,0,"","Certification not required",0,1.167742,2.246981,9.3,"2014-01-25 23:00",8.4,"2014-01-24 09:00",4.6,"2014-01-03 12:00",2.3,"2014-01-30 07:00","","","","",9.3,9.3,8.4,2.3,0.8,0.3,0.1,"","1221 260th st, Sergeant Bluff IA 51054","Iowa","Woodbury","","Sioux City, IA-NE-SD","2014-02-13"
"19","193","0020","42401",1,42.329489,-96.368513,"NAD83","Sulfur dioxide","1 HOUR","SO2 Annual 1971","Observed Values","INSTRUMENTAL - Pulsed Fluorescent 43C-TLE/43i-TLE",2014,"Parts per billion","No Events",704,8,31,365,0,40,"","","Certification not required",0,0.227415,0.658462,9.3,"2014-01-25 23:00",8.4,"2014-01-24 09:00",8.3,"2014-01-24 08:00",4.6,"2014-01-03 12:00","","","","",2,1.5,0.6,0.3,0.2,0.1,0,"","1221 260th st, Sergeant Bluff IA 51054","Iowa","Woodbury","","Sioux City, IA-NE-SD","2014-02-13"
"19","193","0020","42401",1,42.329489,-96.368513,"NAD83","Sulfur dioxide","24-HR BLK AVG","SO2 24-hour 1971","Daily Average of observed values","",2014,"Parts per billion","No Events",31,8,31,365,0,0,0,"","Certification not required",0,0.222581,0.281318,1.2,"2014-01-24 00:00",1.1,"2014-01-03 00:00",0.6,"2014-01-09 00:00",0.4,"2014-01-25 00:00","","","","",1.2,1.2,1.1,0.4,0.3,0.1,0,"","1221 260th st, Sergeant Bluff IA 51054","Iowa","Woodbury","","Sioux City, IA-NE-SD","2014-02-13"
"19","193","0020","42401",1,42.329489,-96.368513,"NAD83","Sulfur dioxide","3-HR BLK AVG","SO2 3-hour 1971","3-Hour block average of observed hourly values","",2014,"Parts per billion","No Events",211,7,29,365,0,0,"",0,"Certification not required",0,0.211374,0.515349,4.8,"2014-01-24 08:00",3.3,"2014-01-24 11:00",3.1,"2014-01-25 23:00",2.6,"2014-01-03 14:00","","","","",3.1,1.8,0.8,0.3,0.2,0.1,0,"","1221 260th st, Sergeant Bluff IA 51054","Iowa","Woodbury","","Sioux City, IA-NE-SD","2014-02-13"
"19","193","0020","42406",1,42.329489,-96.368513,"NAD83","SO2 max 5-min avg","1 HOUR","","Observed Values","INSTRUMENTAL - PULSED FLUORESCENT",2014,"Parts per billion","No Events",704,8,31,365,0,40,"","","Certification not required",0,0.419318,1.607697,26.1,"2014-01-25 23:00",18.4,"2014-01-24 09:00",14.1,"2014-01-24 08:00",13.9,"2014-01-13 13:00","","","","",6.4,2.6,1,0.5,0.3,0.2,0,"","1221 260th st, Sergeant Bluff IA 51054","Iowa","Woodbury","","Sioux City, IA-NE-SD","2014-02-13"
"19","193","0020","61103",1,42.329489,-96.368513,"NAD83","Wind Speed - Resultant","1 HOUR","","Observed Values","Instrumental - Climatronics",2014,"Knots","No Events",744,8,31,365,0,0,"","","Certification not required",0,7.452419,4.814857,24.7,"2014-01-16 14:00",23.1,"2014-01-16 13:00",23,"2014-01-18 10:00",22.5,"2014-01-26 16:00","","","","",21.1,18.8,16.8,14.4,10.4,6.9,1.8,"","1221 260th st, Sergeant Bluff IA 51054","Iowa","Woodbury","","Sioux City, IA-NE-SD","2014-02-13"
"19","193","0020","61104",1,42.329489,-96.368513,"NAD83","Wind Direction - Resultant","1 HOUR","","Observed Values","Instrumental - Climatronics",2014,"Degrees Compass","No Events",744,8,31,365,0,0,"","","Certification not required",0,249.361559,96.718708,359,"2014-01-08 01:00",359,"2014-01-25 06:00",358,"2014-01-27 18:00",357,"2014-01-01 12:00","","","","",355,352,344,337,329,302,111,"","1221 260th st, Sergeant Bluff IA 51054","Iowa","Woodbury","","Sioux City, IA-NE-SD","2014-02-13"
"22","015","0008","42401",2,32.53626,-93.74891,"WGS84","Sulfur dioxide","5 MINUTE","","Observed Values","INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE",2014,"Parts per billion","No Events",8721,8,30,365,0,207,"","","Certification not required",0,1.165038,1.072776,21.8,"2014-01-13 07:45",11.9,"2014-01-04 05:10",11.4,"2014-01-04 05:05",11.2,"2014-01-13 08:10","","","","",6,4.3,2.9,2.1,1.4,0.9,0.4,"Shreveport / Airport","1425 Airport Drive","Louisiana","Bossier","Shreveport","Shreveport-Bossier City, LA","2014-02-19"
"22","019","0008","42401",2,30.261667,-93.284167,"UNKNOWN","Sulfur dioxide","5 MINUTE","","Observed Values","INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE",2014,"Parts per billion","No Events",8735,8,31,365,0,193,"","","Certification not required",0,2.376405,5.668587,69.8,"2014-01-06 13:15",60.1,"2014-01-21 09:45",56.6,"2014-01-21 09:20",56.3,"2014-01-06 15:15","","","","",34,24.8,10.6,2.9,1.6,1.1,0.3,"Westlake","2646 John Stine Road","Louisiana","Calcasieu","Westlake (RR name West Lake)","Lake Charles, LA","2014-02-19"
"22","033","0009","42401",2,30.46198,-91.17922,"WGS84","Sulfur dioxide","5 MINUTE","","Observed Values","INSTRUMENTAL - Pulsed Fluorescent 43C-TLE/43i-TLE",2014,"Parts per billion","No Events",8808,8,31,365,0,120,"","","Certification not required",0,1.796151,2.516263,26.7,"2014-01-27 16:25",25.3,"2014-01-16 08:10",25.3,"2014-01-16 08:15",25,"2014-01-14 12:20","","","","",13.1,9.9,6.4,4.5,1.9,1,0.2,"Capitol","1061-A Leesville Ave","Louisiana","East Baton Rouge","Baton Rouge","Baton Rouge, LA","2014-02-19"
"22","087","0004","42401",2,29.93961,-89.92388,"WGS84","Sulfur dioxide","5 MINUTE","","Observed Values","INSTRUMENTAL - PULSED FLUORESCENT",2014,"Parts per billion","No Events",8807,8,31,365,0,121,"","","Certification not required",0,2.776496,2.204817,63.8,"2014-01-23 09:45",59.3,"2014-01-23 09:50",26.5,"2014-01-23 09:40",24.5,"2014-01-26 23:40","","","","",11.6,9.3,6.4,4.8,3,2.1,1.5,"Meraux","4101 Mistrot Dr. Meraux, LA 70075","Louisiana","St. Bernard","Meraux","New Orleans-Metairie-Kenner, LA","2014-02-19"
"22","087","0007","42401",2,29.94475,-89.976263,"NAD83","Sulfur dioxide","5 MINUTE","","Observed Values","INSTRUMENTAL - PULSED FLUORESCENT",2014,"Parts per billion","No Events",8627,8,31,365,0,301,"","","Certification not required",0,2.563661,3.104856,76.8,"2014-01-26 15:15",66.7,"2014-01-26 12:30",63.5,"2014-01-26 11:40",62.4,"2014-01-26 12:00","","","","",13.3,10,6.4,4.5,2.7,1.8,1,"Chalmette Vista","24 E. CHALMETTE CIRCLE","Louisiana","St. Bernard","Chalmette","New Orleans-Metairie-Kenner, LA","2014-02-19"
"22","121","0001","42401",2,30.500643,-91.213556,"NAD83","Sulfur dioxide","5 MINUTE","","Observed Values","INSTRUMENTAL - ULTRAVIOLET FLUORESCENCE",2014,"Parts per billion","No Events",8805,8,31,365,0,123,"","","Certification not required",0,2.456922,3.201559,37.6,"2014-01-21 07:25",36.1,"2014-01-21 07:30",34.7,"2014-01-21 07:20",32.8,"2014-01-17 11:00","","","","",16.5,11.8,7.4,5.1,2.8,1.8,-0.1,"Port Allen","1005 Northwest Drive, Port Allen","Louisiana","West Baton Rouge","","Baton Rouge, LA","2014-02-19"
"23","001","0005","61101",1,44.0457,-70.2902,"NAD83","Wind Speed - Scalar","1 HOUR","","Observed Values","INSTRUMENTAL - ELECTRONIC OR MACHINE AVG.",2014,"Knots","No Events",744,8,31,365,0,0,"","","Certification not required",0,5.070296,3.120227,14.5,"2014-01-12 12:00",14.1,"2014-01-07 11:00",13.2,"2014-01-07 10:00",12.9,"2014-01-03 04:00","","","","",12.7,12.2,11.3,9.8,7.2,4.5,1.6,"L/A Airport","L/A AIRPORT - On Top of Salt Shed Near Flight Line Drive","Maine","Androscoggin","Auburn","Lewiston-Auburn, ME","2014-02-05"
"23","001","0005","61102",1,44.0457,-70.2902,"NAD83","Wind Direction - Scalar","1 HOUR","","Observed Values","INSTRUMENTAL - ELECTRONIC OR MACHINE AVERAGE",2014,"Degrees Compass","No Events",742,8,31,365,0,0,"","","Certification not required",0,209.506739,105.965056,360,"2014-01-06 03:00",359,"2014-01-03 11:00",359,"2014-01-16 15:00",359,"2014-01-21 20:00","","","","",357,351,339,329,305,222,20,"L/A Airport","L/A AIRPORT - On Top of Salt Shed Near Flight Line Drive","Maine","Androscoggin","Auburn","Lewiston-Auburn, ME","2014-02-05"
"23","001","0005","61106",1,44.0457,-70.2902,"NAD83","Std Dev Hz Wind Direction","1 HOUR","","Observed Values","INSTRUMENTAL - ARITHMETIC STANDARD DEVIATION",2014,"Degrees Compass","No Events",744,8,31,365,0,0,"","","Certification not required",0,23.326613,12.622249,80,"2014-01-10 00:00",79,"2014-01-30 05:00",73,"2014-01-09 02:00",72,"2014-01-09 22:00","","","","",60,58,50,43,27,19,12,"L/A Airport","L/A AIRPORT - On Top of Salt Shed Near Flight Line Drive","Maine","Androscoggin","Auburn","Lewiston-Auburn, ME","2014-02-05"
"23","005","0029","42401",1,43.660246,-70.268965,"NAD83","Sulfur dioxide","1 HOUR","SO2 1-hour 2010","Daily maximum 1-hour average","INSTRUMENTAL - PULSED FLUORESCENT",2014,"Parts per billion","No Events",736,8,31,365,0,8,0,"","Certification not required",0,3.812903,2.762697,14.8,"2014-01-05 08:00",7.9,"2014-01-04 06:00",7,"2014-01-27 09:00",6.7,"2014-01-28 00:00","","","","",14.8,14.8,7.9,6.7,4.8,3,1.6,"PDO - Portland Deering Oaks","356 State Street, Portland,  Maine","Maine","Cumberland","Portland","Portland-South Portland-Biddeford, ME","2014-02-07"
